1010,35.172625,33.359215
1011,35.171983,33.362303
1015,35.170380,33.365599
1016,35.173461,33.368549
1017,35.176944,33.370227
1020,35.179829,33.374293
1021,35.185598,33.376283
1022,35.185515,33.384108
1025,35.196987,33.386093
1026,35.194465,33.395683
1027,35.188313,33.399851
1028,35.181115,33.402794
1035,35.175442,33.375714
1036,35.181075,33.380815
1037,35.181276,33.391176
1040,35.175260,33.382111
1041,35.176318,33.390401
1042,35.175053,33.408858
1045,35.170394,33.372008
1046,35.169938,33.382878
1047,35.170618,33.392334
1048,35.165820,33.391716
1049,35.168433,33.406840
1055,35.166731,33.373697
1056,35.166836,33.378174
1057,35.162655,33.377544
1060,35.167971,33.364917
1061,35.166350,33.366637
1065,35.165677,33.360345
1066,35.165293,33.356579
1070,35.164038,33.368574
1071,35.162048,33.372289
1075,35.162016,33.362141
1076,35.159379,33.366011
1077,35.159266,33.370298
1080,35.161072,33.351698
1081,35.155975,33.347984
1082,35.160323,33.354653
1085,35.156424,33.354201
1086,35.158678,33.356826
1087,35.158152,33.360684
1090,35.162940,33.349019
1095,35.167763,33.350604
1096,35.167609,33.354551
1097,35.170727,33.357357
1100,35.173171,33.344796
1101,35.170233,33.347505
1102,35.175711,33.352986
1105,35.176290,33.347567
1106,35.181495,33.346200
1107,35.178561,33.340918
1120,35.183690,33.353757
1130,35.191574,33.362408
1140,35.186369,33.364960
1150,35.177860,33.358495
1160,35.179032,33.365410
2000,35.155218,33.358484
2001,35.155677,33.365566
2002,35.155820,33.371058
2003,35.153414,33.371112
2006,35.153593,33.361569
2007,35.151452,33.364383
2008,35.149130,33.365398
2011,35.152354,33.352284
2012,35.148734,33.356475
2013,35.146252,33.365909
2014,35.148479,33.372497
2015,35.143395,33.370741
2018,35.147010,33.347094
2019,35.145874,33.350780
2020,35.142152,33.346414
2021,35.140182,33.350699
2023,35.144381,33.355640
2024,35.142070,33.364037
2025,35.139790,33.371592
2027,35.138411,33.355514
2028,35.137740,33.362134
2029,35.135510,33.370318
2030,35.128032,33.371643
2031,35.126295,33.376822
2032,35.121512,33.369003
2033,35.122360,33.360130
2034,35.131580,33.362440
2035,35.132658,33.353894
2036,35.110105,33.354829
2037,35.119380,33.350657
2038,35.127502,33.348238
2039,35.132760,33.347259
2040,35.137783,33.344130
2042,35.139334,33.339614
2043,35.132412,33.336989
2044,35.125899,33.334246
2045,35.127207,33.340279
2046,35.118404,33.331135
2047,35.115311,33.339180
2048,35.135757,33.330101
2049,35.134180,33.332749
2050,35.133788,33.323551
2051,35.127674,33.328650
2052,35.123014,33.325397
2054,35.142956,33.324155
2055,35.137012,33.316320
2057,35.151469,33.332485
2058,35.149445,33.337762
2059,35.147366,33.343087
2060,35.143346,33.335259
2062,35.153739,33.341158
2063,35.156659,33.345986
2064,35.159502,33.344422
2066,35.151184,33.323824
2100,35.159060,33.379561
2101,35.158834,33.387487
2102,35.160908,33.393480
2103,35.150267,33.418688
2107,35.153972,33.388391
2108,35.154236,33.396028
2109,35.137030,33.417303
2112,35.151976,33.378360
2113,35.150479,33.387082
2114,35.148471,33.399051
2115,35.132374,33.393006
2116,35.137068,33.407069
2120,35.146472,33.379259
2121,35.141340,33.379666
2122,35.146899,33.389553
2123,35.142202,33.389907
2200,35.092575,33.415174
2201,35.115750,33.444799
2202,35.114972,33.405499
2220,35.111542,33.379455
2221,35.119388,33.383038
2222,35.115336,33.386695
2223,35.110970,33.388909
2224,35.103303,33.390065
2230,35.106424,33.382716
2231,35.100295,33.383424
2232,35.090395,33.388351
